TRIPID,HOUSEID,PERSONID,TDTRPNUM,STRTTIME,TRPMILES,TRPTRANS,LOOP_TRIP,TRIPPURP,TRAVDAY,HOMEOWN,HHSIZE,HHFAMINC,HHSTATE,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,CENSUS_D,HH_RACE,EDUC,WORKER,WHYTRP90,R_AGE_IMP,R_SEX_IMP,OBHUR,DBHUR,OBPPOPDN,DBPPOPDN,TRAVELMODE
14953,3053,1,2,1430,0.33,1,2,NHB,1,2,1,1,DC,0,9,1,5,5,2,3,2,10,69,2,U,U,30000,17000,WALK
14954,3053,1,3,1530,4.437,11,2,HBSHOP,1,2,1,1,DC,0,9,1,5,5,2,3,2,5,69,2,U,U,17000,30000,RAIL
14955,3054,1,1,1100,3.574,16,2,HBO,2,2,1,6,NY,1,1,1,5,2,1,5,1,4,69,2,U,U,30000,30000,BUS
14956,3054,1,2,1135,0.23,1,2,NHB,2,2,1,6,NY,1,1,1,5,2,1,5,1,3,69,2,U,U,30000,30000,WALK
14957,3054,1,3,1145,0.17,1,2,NHB,2,2,1,6,NY,1,1,1,5,2,1,5,1,10,69,2,U,U,30000,30000,WALK
14958,3054,1,4,1400,0.116,1,2,NHB,2,2,1,6,NY,1,1,1,5,2,1,5,1,3,69,2,U,U,30000,30000,WALK
14959,3054,1,5,1445,3.417,16,2,HBSHOP,2,2,1,6,NY,1,1,1,5,2,1,5,1,10,69,2,U,U,30000,30000,BUS
14960,3055,1,1,1400,12.214,3,2,HBO,2,97,1,1,TX,0,1,1,4,7,2,1,2,11,39,1,S,U,7000,7000,PASSENGER
14961,3055,1,2,2000,10.536,3,2,HBSHOP,2,97,1,1,TX,0,1,1,4,7,2,1,2,3,39,1,U,S,7000,1500,PASSENGER
14962,3055,1,3,2012,3.238,3,2,HBSHOP,2,97,1,1,TX,0,1,1,4,7,2,1,2,3,39,1,S,S,1500,7000,PASSENGER
14963,3056,1,1,945,14.7,11,2,HBSHOP,5,2,1,2,TX,0,9,1,4,7,2,3,2,3,63,2,C,C,7000,7000,RAIL
14964,3056,1,2,1030,0.232,97,2,NHB,5,2,1,2,TX,0,9,1,4,7,2,3,2,6,63,2,C,C,7000,7000,OTHER
14965,3056,1,3,1205,16.504,11,2,HBO,5,2,1,2,TX,0,9,1,4,7,2,3,2,6,63,2,C,C,7000,7000,RAIL
14966,3056,1,4,1905,9.764,17,2,HBSOCREC,5,2,1,2,TX,0,9,1,4,7,2,3,2,10,63,2,C,U,7000,1500,TAXI
14967,3056,1,5,2145,9.877,17,2,HBSOCREC,5,2,1,2,TX,0,9,1,4,7,2,3,2,10,63,2,U,C,1500,7000,TAXI
14968,3057,1,1,1330,5.136,3,2,HBSHOP,3,2,2,1,GA,0,2,1,1,5,2,3,2,4,58,2,T,C,750,750,PASSENGER
14969,3057,1,2,1355,1.948,3,2,NHB,3,2,2,1,GA,0,2,1,1,5,2,3,2,3,58,2,C,C,750,3000,PASSENGER
14970,3057,1,3,1430,2.828,3,2,HBSHOP,3,2,2,1,GA,0,2,1,1,5,2,3,2,3,58,2,C,T,3000,750,PASSENGER
14971,3057,2,1,1330,5.136,3,2,HBSHOP,3,2,2,1,GA,0,2,1,1,5,2,2,2,4,40,2,T,C,750,750,PASSENGER
14972,3057,2,2,1355,1.948,3,2,NHB,3,2,2,1,GA,0,2,1,1,5,2,2,2,3,40,2,C,C,750,3000,PASSENGER
14973,3057,2,3,1430,2.828,3,2,HBSHOP,3,2,2,1,GA,0,2,1,1,5,2,2,2,3,40,2,C,T,3000,750,PASSENGER
14974,3058,1,1,730,0.757,2,2,HBSHOP,1,2,1,5,NY,1,1,2,6,2,1,3,1,3,44,1,T,C,1500,7000,CYCLE
14975,3058,1,2,800,0.757,2,2,HBSHOP,1,2,1,5,NY,1,1,2,6,2,1,3,1,3,44,1,C,T,7000,1500,CYCLE
14976,3058,1,3,1200,0.969,2,2,HBSOCREC,1,2,1,5,NY,1,1,2,6,2,1,3,1,10,44,1,T,C,1500,7000,CYCLE
14977,3058,1,4,1700,0.056,1,2,NHB,1,2,1,5,NY,1,1,2,6,2,1,3,1,10,44,1,C,T,7000,1500,WALK
14978,3058,1,5,1915,0.95,2,2,HBSHOP,1,2,1,5,NY,1,1,2,6,2,1,3,1,10,44,1,T,T,1500,1500,CYCLE
14979,3059,1,1,1415,2.779,3,2,HBSHOP,5,2,1,1,GA,0,9,1,1,5,2,-7,2,3,69,2,T,C,750,1500,PASSENGER
14980,3059,1,2,1520,2.84,3,2,HBSHOP,5,2,1,1,GA,0,9,1,1,5,2,-7,2,3,69,2,C,T,1500,750,PASSENGER
14981,3060,1,1,800,2.449,14,2,HBO,6,2,1,2,MN,0,1,1,1,4,2,1,2,6,54,1,C,C,750,7000,RAIL
14982,3060,1,2,1400,4.934,14,2,NHB,6,2,1,2,MN,0,1,1,1,4,2,1,2,3,54,1,C,S,7000,7000,RAIL
14983,3060,1,3,1520,3.072,14,2,HBSHOP,6,2,1,2,MN,0,1,1,1,4,2,1,2,6,54,1,S,C,7000,750,RAIL
14984,3060,1,4,1700,4.939,11,2,HBSHOP,6,2,1,2,MN,0,1,1,1,4,2,1,2,3,54,1,C,T,750,1500,RAIL
14985,3060,1,5,1900,7.24,11,2,HBSHOP,6,2,1,2,MN,0,1,1,1,4,2,1,2,3,54,1,T,C,1500,750,RAIL
14986,3061,1,1,1303,8.493,11,2,NHB,4,2,1,2,TX,1,1,1,4,7,2,5,1,6,65,2,C,U,7000,7000,RAIL
14987,3061,1,2,1630,6.454,11,2,HBO,4,2,1,2,TX,1,1,1,4,7,2,5,1,6,65,2,U,C,7000,7000,RAIL
14988,3061,1,3,1800,0.514,1,2,HBSHOP,4,2,1,2,TX,1,1,1,4,7,2,5,1,3,65,2,C,C,7000,7000,WALK
14989,3061,1,4,1820,0.514,1,2,HBSHOP,4,2,1,2,TX,1,1,1,4,7,2,5,1,3,65,2,C,C,7000,7000,WALK
14990,3062,1,1,750,0.615,1,2,HBW,3,2,4,4,CA,1,4,1,5,9,3,2,1,1,50,1,U,U,17000,17000,WALK
14991,3062,1,2,1200,0.615,1,2,HBW,3,2,4,4,CA,1,4,1,5,9,3,2,1,1,50,1,U,U,17000,17000,WALK
14992,3062,1,3,1310,6.218,16,2,HBW,3,2,4,4,CA,1,4,1,5,9,3,2,1,1,50,1,U,U,17000,300,BUS
14993,3062,1,4,2315,6.01,16,2,HBW,3,2,4,4,CA,1,4,1,5,9,3,2,1,1,50,1,U,U,300,17000,BUS
14994,3062,2,1,924,2.079,11,2,HBO,3,2,4,4,CA,1,4,1,5,9,3,2,2,4,44,2,U,U,17000,30000,RAIL
14995,3062,2,2,1107,2.394,11,2,HBO,3,2,4,4,CA,1,4,1,5,9,3,2,2,4,44,2,U,U,30000,17000,RAIL
14996,3062,2,3,1605,2.079,11,2,HBO,3,2,4,4,CA,1,4,1,5,9,3,2,2,4,44,2,U,U,17000,30000,RAIL
14997,3062,2,4,1655,2.394,11,2,HBO,3,2,4,4,CA,1,4,1,5,9,3,2,2,4,44,2,U,U,30000,17000,RAIL
14998,3062,3,1,700,3.545,11,2,HBO,3,2,4,4,CA,1,4,1,5,9,3,1,2,5,17,1,U,U,17000,17000,RAIL
14999,3062,3,2,1510,4.32,11,2,HBO,3,2,4,4,CA,1,4,1,5,9,3,1,2,5,17,1,U,U,17000,17000,RAIL
15000,3062,4,1,924,2.079,11,2,NHB,3,2,4,4,CA,1,4,1,5,9,3,-1,-1,5,5,2,U,U,17000,30000,RAIL
15001,3062,4,2,1646,2.394,11,2,NHB,3,2,4,4,CA,1,4,1,5,9,3,-1,-1,5,5,2,U,U,30000,17000,RAIL
15002,3063,1,1,1050,5.511,3,2,HBSHOP,7,2,1,8,CA,1,1,1,5,9,1,5,1,3,42,2,S,S,3000,1500,DRIVE
15003,3063,1,2,1245,5.897,3,2,NHB,7,2,1,8,CA,1,1,1,5,9,1,5,1,11,42,2,S,S,1500,3000,DRIVE
15004,3063,1,3,1400,0.117,1,2,NHB,7,2,1,8,CA,1,1,1,5,9,1,5,1,8,42,2,S,S,3000,3000,WALK
15005,3063,1,4,1630,0.117,1,2,NHB,7,2,1,8,CA,1,1,1,5,9,1,5,1,4,42,2,S,S,3000,3000,WALK
15006,3063,1,5,1715,41.791,3,2,NHB,7,2,1,8,CA,1,1,1,5,9,1,5,1,8,42,2,S,S,3000,50,DRIVE
15007,3063,1,6,2115,5.085,3,2,NHB,7,2,1,8,CA,1,1,1,5,9,1,5,1,3,42,2,S,C,50,7000,PASSENGER
15008,3063,1,7,2140,37.335,3,2,HBSHOP,7,2,1,8,CA,1,1,1,5,9,1,5,1,8,42,2,C,S,7000,3000,PASSENGER
15009,3064,1,1,600,1.064,13,2,HBO,1,2,1,1,MI,0,1,1,1,3,2,2,2,6,39,1,C,C,7000,7000,OTHER
15010,3064,1,2,1115,1.064,13,2,HBO,1,2,1,1,MI,0,1,1,1,3,2,2,2,6,39,1,C,C,7000,7000,OTHER
15011,3065,1,1,800,2.494,11,2,HBW,4,2,1,10,CA,1,1,1,5,9,1,4,1,1,36,2,U,U,17000,17000,RAIL
15012,3065,1,2,1700,2.281,11,2,HBW,4,2,1,10,CA,1,1,1,5,9,1,4,1,1,36,2,U,U,17000,17000,RAIL
15013,3066,1,1,930,2.471,2,2,HBO,2,2,1,1,CA,0,9,1,2,9,1,4,2,4,67,2,U,U,7000,1500,CYCLE
15014,3066,1,2,1137,2.471,2,2,HBO,2,2,1,1,CA,0,9,1,2,9,1,4,2,4,67,2,U,U,1500,7000,CYCLE
15015,3066,1,3,1315,1.218,2,2,HBSHOP,2,2,1,1,CA,0,9,1,2,9,1,4,2,3,67,2,U,U,7000,7000,CYCLE
15016,3066,1,4,1350,1.218,2,2,HBSHOP,2,2,1,1,CA,0,9,1,2,9,1,4,2,3,67,2,U,U,7000,7000,CYCLE
15017,3067,1,1,1200,12.511,3,2,HBSHOP,1,1,1,3,TX,0,9,1,1,7,1,3,2,10,84,2,C,R,1500,50,PASSENGER
15018,3067,1,2,1400,10.008,3,2,NHB,1,1,1,3,TX,0,9,1,1,7,1,3,2,8,84,2,R,T,50,1500,PASSENGER
15019,3067,1,3,1545,20.111,3,2,HBSOCREC,1,1,1,3,TX,0,9,1,1,7,1,3,2,10,84,2,T,C,1500,1500,PASSENGER
15020,3068,2,1,1215,1.423,3,2,HBSHOP,5,2,3,1,GA,0,7,2,6,5,2,2,2,3,19,1,R,R,1500,300,PASSENGER
15021,3068,2,2,1227,1.938,3,2,NHB,5,2,3,1,GA,0,7,2,6,5,2,2,2,4,19,1,R,R,300,300,PASSENGER
15022,3068,2,3,1310,5.741,3,2,NHB,5,2,3,1,GA,0,7,2,6,5,2,2,2,8,19,1,R,R,300,300,PASSENGER
15023,3068,2,4,30,5.008,3,2,HBSOCREC,5,2,3,1,GA,0,7,2,6,5,2,2,2,8,19,1,R,R,300,1500,PASSENGER
15024,3068,3,1,1030,0.858,3,2,HBSHOP,5,2,3,1,GA,0,7,2,6,5,2,2,2,10,18,1,R,R,1500,300,DRIVE
15025,3068,3,2,1040,0.842,3,2,NHB,5,2,3,1,GA,0,7,2,6,5,2,2,2,3,18,1,R,R,300,1500,DRIVE
15026,3068,3,3,1115,0.511,3,2,HBSHOP,5,2,3,1,GA,0,7,2,6,5,2,2,2,3,18,1,R,R,1500,1500,DRIVE
15027,3068,3,4,1645,2.193,3,2,HBO,5,2,3,1,GA,0,7,2,6,5,2,2,2,5,18,1,R,R,1500,300,PASSENGER
15028,3068,3,5,1900,15.762,3,2,NHB,5,2,3,1,GA,0,7,2,6,5,2,2,2,8,18,1,R,R,300,50,PASSENGER
15029,3069,1,1,825,0.571,1,2,HBW,2,2,1,3,CA,1,1,1,3,9,6,5,1,1,40,1,S,S,1500,1500,WALK
15030,3069,1,2,1120,0.572,1,2,HBW,2,2,1,3,CA,1,1,1,3,9,6,5,1,1,40,1,S,S,1500,1500,WALK
15031,3070,1,1,900,0.201,11,2,HBSOCREC,5,2,2,1,NY,1,7,1,3,2,4,2,1,8,56,2,C,C,7000,17000,RAIL
15032,3070,1,2,1745,0.201,11,2,HBSOCREC,5,2,2,1,NY,1,7,1,3,2,4,2,1,8,56,2,C,C,17000,7000,RAIL
15033,3071,1,1,900,13.098,3,2,HBSOCREC,1,2,1,2,TX,0,1,1,4,7,2,3,2,8,61,1,S,S,7000,3000,PASSENGER
15034,3071,1,2,1830,8.713,3,2,HBSOCREC,1,2,1,2,TX,0,1,1,4,7,2,3,2,8,61,1,S,S,3000,750,PASSENGER
15035,3072,1,1,600,17.256,3,2,HBO,6,2,1,1,GA,0,1,1,5,5,2,2,2,6,79,2,S,S,3000,3000,PASSENGER
15036,3072,1,2,800,18.335,3,2,HBO,6,2,1,1,GA,0,1,1,5,5,2,2,2,6,79,2,S,S,3000,3000,PASSENGER
15037,3073,1,1,500,13.882,3,2,HBO,6,2,1,2,TX,0,1,1,4,7,2,2,2,6,65,1,S,U,1500,17000,PASSENGER
15038,3073,1,2,900,13.459,13,2,HBO,6,2,1,2,TX,0,1,1,4,7,2,2,2,6,65,1,U,S,17000,1500,OTHER
15039,3074,1,1,830,0.142,1,2,HBSHOP,7,2,2,3,CT,0,10,1,3,1,1,3,2,3,67,1,C,C,17000,17000,WALK
15040,3074,1,2,850,0.142,1,2,HBSHOP,7,2,2,3,CT,0,10,1,3,1,1,3,2,3,67,1,C,C,17000,17000,WALK
15041,3074,1,3,2130,0.142,1,2,HBSHOP,7,2,2,3,CT,0,10,1,3,1,1,3,2,3,67,1,C,C,17000,17000,WALK
15042,3074,1,4,2150,0.142,1,2,HBSHOP,7,2,2,3,CT,0,10,1,3,1,1,3,2,3,67,1,C,C,17000,17000,WALK
15043,3075,1,1,1455,13.486,3,2,HBO,3,2,1,2,OK,0,1,4,6,7,6,3,2,6,58,2,R,T,50,1500,PASSENGER
15044,3075,1,2,2200,13.515,3,2,HBO,3,2,1,2,OK,0,1,4,6,7,6,3,2,6,58,2,T,R,1500,50,PASSENGER
15045,3076,1,1,745,1.471,18,2,HBO,7,2,1,6,IN,1,1,1,4,3,1,5,1,4,34,2,C,C,1500,7000,DRIVE
15046,3076,1,2,805,2.116,18,2,NHB,7,2,1,6,IN,1,1,1,4,3,1,5,1,1,34,2,C,S,7000,3000,DRIVE
15047,3076,1,3,1200,2.316,18,2,NHB,7,2,1,6,IN,1,1,1,4,3,1,5,1,4,34,2,S,C,3000,7000,DRIVE
15048,3076,1,4,1230,1.265,18,2,NHB,7,2,1,6,IN,1,1,1,4,3,1,5,1,4,34,2,C,C,7000,1500,DRIVE
15049,3076,1,5,1310,0.429,1,2,NHB,7,2,1,6,IN,1,1,1,4,3,1,5,1,4,34,2,C,C,1500,1500,WALK
15050,3076,1,6,1330,0.673,1,2,NHB,7,2,1,6,IN,1,1,1,4,3,1,5,1,4,34,2,C,S,1500,3000,WALK
15051,3076,1,7,1700,0.812,1,2,NHB,7,2,1,6,IN,1,1,1,4,3,1,5,1,3,34,2,S,C,3000,1500,WALK
15052,3076,1,8,1745,0.106,1,2,HBSHOP,7,2,1,6,IN,1,1,1,4,3,1,5,1,1,34,2,C,C,1500,1500,WALK
15053,3077,1,1,815,0.99,14,2,NHB,2,2,1,1,NC,1,1,2,6,5,2,2,1,1,25,2,C,C,3000,3000,RAIL
15054,3078,1,1,1340,0.624,17,2,HBO,1,1,1,6,CA,1,1,1,5,9,1,3,1,5,65,2,U,U,17000,17000,TAXI
15055,3078,1,2,1540,0.519,17,2,HBO,1,1,1,6,CA,1,1,1,5,9,1,3,1,5,65,2,U,U,17000,17000,TAXI
15056,3078,1,3,1730,20.796,17,2,HBSOCREC,1,1,1,6,CA,1,1,1,5,9,1,3,1,8,65,2,U,U,17000,7000,TAXI
15057,3078,1,4,2200,4.608,17,2,NHB,1,1,1,6,CA,1,1,1,5,9,1,3,1,8,65,2,U,S,7000,30000,TAXI
15058,3079,1,1,1300,0.327,1,2,HBSOCREC,2,2,1,1,NY,0,1,1,5,2,2,2,2,10,54,1,U,U,30000,17000,WALK
15059,3079,1,2,1330,0.327,1,2,HBSOCREC,2,2,1,1,NY,0,1,1,5,2,2,2,2,10,54,1,U,U,17000,30000,WALK
15060,3080,1,1,405,0.419,1,2,HBSHOP,3,2,4,1,PA,0,4,1,1,2,4,1,2,11,46,2,S,C,300,3000,WALK
15061,3080,1,2,1100,1.767,11,2,HBO,3,2,4,1,PA,0,4,1,1,2,4,1,2,6,46,2,C,C,3000,7000,RAIL
15062,3080,1,3,1300,1.88,11,2,HBO,3,2,4,1,PA,0,4,1,1,2,4,1,2,6,46,2,C,C,7000,3000,RAIL
15063,3080,1,4,1730,2.205,1,2,HBSHOP,3,2,4,1,PA,0,4,1,1,2,4,1,2,3,46,2,C,C,3000,7000,WALK
15064,3080,1,5,1835,2.205,1,2,HBSHOP,3,2,4,1,PA,0,4,1,1,2,4,1,2,3,46,2,C,C,7000,3000,WALK
15065,3080,1,6,2300,0.285,1,2,HBSOCREC,3,2,4,1,PA,0,4,1,1,2,4,1,2,8,46,2,C,C,3000,3000,WALK
15066,3080,1,7,2315,0.285,1,2,HBSOCREC,3,2,4,1,PA,0,4,1,1,2,4,1,2,8,46,2,C,C,3000,3000,WALK
15067,3080,2,1,945,0.695,1,2,HBO,3,2,4,1,PA,0,4,1,1,2,4,2,2,6,67,2,C,C,3000,3000,WALK
15068,3080,2,2,1100,0.695,1,2,HBO,3,2,4,1,PA,0,4,1,1,2,4,2,2,6,67,2,C,C,3000,3000,WALK
15069,3080,3,1,1620,9.894,11,2,HBSHOP,3,2,4,1,PA,0,4,1,1,2,4,1,2,3,18,1,C,R,3000,50,RAIL
15070,3080,3,2,1755,10.617,11,2,HBSHOP,3,2,4,1,PA,0,4,1,1,2,4,1,2,3,18,1,R,C,50,3000,RAIL
15071,3081,1,1,730,0.93,2,2,HBW,6,2,1,6,CA,1,1,1,1,9,1,4,1,1,40,2,C,C,7000,7000,CYCLE
15072,3081,1,2,1700,0.277,1,2,HBSHOP,6,2,1,6,CA,1,1,1,1,9,1,4,1,3,40,2,C,C,7000,7000,WALK
15073,3081,1,3,1745,0.338,1,2,HBSHOP,6,2,1,6,CA,1,1,1,1,9,1,4,1,3,40,2,C,C,7000,7000,WALK
15074,3081,1,4,1845,0.768,2,2,HBW,6,2,1,6,CA,1,1,1,1,9,1,4,1,1,40,2,C,C,7000,7000,CYCLE
15075,3082,1,1,1330,21.899,3,2,HBW,3,1,5,-7,TX,4,6,1,4,7,2,4,1,2,40,2,S,S,1500,50,DRIVE
15076,3082,1,2,1430,1165.968,13,2,NHB,3,1,5,-7,TX,4,6,1,4,7,2,4,1,2,40,2,S,S,50,300,OTHER
15077,3082,1,3,2000,5.464,4,2,NHB,3,1,5,-7,TX,4,6,1,4,7,2,4,1,2,40,2,S,U,300,17000,PASSENGER
15078,3082,1,4,2130,4.045,4,2,NHB,3,1,5,-7,TX,4,6,1,4,7,2,4,1,2,40,2,U,S,17000,300,PASSENGER
15079,3082,2,1,800,8.498,3,2,HBSHOP,3,1,5,-7,TX,4,6,1,4,7,2,2,1,10,20,1,S,C,1500,3000,DRIVE
15080,3082,2,2,830,2.598,3,2,NHB,3,1,5,-7,TX,4,6,1,4,7,2,2,1,4,20,1,C,S,3000,3000,DRIVE
15081,3082,2,3,855,1.846,3,2,NHB,3,1,5,-7,TX,4,6,1,4,7,2,2,1,1,20,1,S,S,3000,3000,DRIVE
15082,3082,2,4,2100,1.958,3,2,HBW,3,1,5,-7,TX,4,6,1,4,7,2,2,1,1,20,1,S,S,3000,1500,DRIVE
15083,3082,3,1,730,3.783,3,2,HBO,3,1,5,-7,TX,4,6,1,4,7,2,1,1,5,17,1,S,S,1500,3000,DRIVE
15084,3082,3,2,1530,3.591,3,2,HBO,3,1,5,-7,TX,4,6,1,4,7,2,1,1,5,17,1,S,S,3000,1500,DRIVE
15085,3082,4,1,730,3.783,3,2,HBO,3,1,5,-7,TX,4,6,1,4,7,2,1,-1,5,15,1,S,S,1500,3000,PASSENGER
15086,3082,4,2,1530,3.591,3,2,HBO,3,1,5,-7,TX,4,6,1,4,7,2,1,-1,5,15,1,S,S,3000,1500,PASSENGER
15087,3083,1,1,900,0.761,3,2,HBSHOP,6,2,2,1,CA,0,2,2,6,9,1,2,2,4,42,1,C,S,7000,1500,PASSENGER
15088,3083,1,2,922,2.419,3,2,NHB,6,2,2,1,CA,0,2,2,6,9,1,2,2,3,42,1,S,C,1500,3000,PASSENGER
15089,3083,1,3,1100,0.986,3,2,NHB,6,2,2,1,CA,0,2,2,6,9,1,2,2,4,42,1,C,C,3000,3000,PASSENGER
15090,3083,1,4,1130,1.799,3,2,HBSHOP,6,2,2,1,CA,0,2,2,6,9,1,2,2,3,42,1,C,C,3000,7000,PASSENGER
15091,3084,1,1,1000,0.4,1,2,HBSOCREC,2,2,1,5,NY,0,1,1,5,2,1,4,2,10,60,2,U,U,30000,30000,WALK
15092,3084,1,2,1030,0.401,1,2,HBSOCREC,2,2,1,5,NY,0,1,1,5,2,1,4,2,10,60,2,U,U,30000,30000,WALK
15093,3084,1,3,1315,0.238,1,2,HBSOCREC,2,2,1,5,NY,0,1,1,5,2,1,4,2,10,60,2,U,U,30000,30000,WALK
15094,3084,1,4,1500,0.238,1,2,HBSOCREC,2,2,1,5,NY,0,1,1,5,2,1,4,2,10,60,2,U,U,30000,30000,WALK
15095,3084,1,5,1515,0.05,1,2,HBSOCREC,2,2,1,5,NY,0,1,1,5,2,1,4,2,10,60,2,U,U,30000,30000,WALK
15096,3084,1,6,1545,0.05,1,2,HBSOCREC,2,2,1,5,NY,0,1,1,5,2,1,4,2,10,60,2,U,U,30000,30000,WALK
15097,3085,1,1,815,9.692,16,2,HBW,3,2,2,4,DC,2,2,1,5,5,1,4,1,1,24,2,U,U,30000,17000,BUS
15098,3085,1,2,1415,0.275,1,2,NHB,3,2,2,4,DC,2,2,1,5,5,1,4,1,4,24,2,U,U,17000,17000,WALK
15099,3085,1,3,1510,0.275,1,2,NHB,3,2,2,4,DC,2,2,1,5,5,1,4,1,4,24,2,U,U,17000,17000,WALK
15100,3085,1,4,2100,9.263,16,2,HBW,3,2,2,4,DC,2,2,1,5,5,1,4,1,1,24,2,U,U,17000,30000,BUS
15101,3085,2,1,817,2.872,16,2,HBO,3,2,2,4,DC,2,2,1,5,5,1,4,1,5,24,1,U,U,30000,7000,BUS
15102,3085,2,2,1041,3.706,16,2,NHB,3,2,2,4,DC,2,2,1,5,5,1,4,1,1,24,1,U,U,7000,3000,BUS
15103,3085,2,3,2036,0.963,1,2,HBW,3,2,2,4,DC,2,2,1,5,5,1,4,1,1,24,1,U,U,3000,30000,WALK
15104,3085,2,4,2211,1.333,1,1,HBO,3,2,2,4,DC,2,2,1,5,5,1,4,1,10,24,1,U,U,30000,30000,WALK
15105,3086,1,1,1215,0.568,3,2,HBSHOP,4,2,2,2,TX,0,10,1,4,7,2,3,2,10,57,2,C,C,3000,3000,PASSENGER
15106,3086,1,2,1226,0.237,3,2,NHB,4,2,2,2,TX,0,10,1,4,7,2,3,2,3,57,2,C,C,3000,3000,PASSENGER
15107,3086,1,3,1247,0.451,3,2,HBSHOP,4,2,2,2,TX,0,10,1,4,7,2,3,2,3,57,2,C,C,3000,3000,PASSENGER
15108,3086,1,4,1840,7.579,3,2,HBO,4,2,2,2,TX,0,10,1,4,7,2,3,2,5,57,2,C,S,3000,1500,PASSENGER
15109,3086,1,5,2000,7.934,3,2,HBO,4,2,2,2,TX,0,10,1,4,7,2,3,2,5,57,2,S,C,1500,3000,PASSENGER
15110,3086,2,1,900,0.107,1,2,HBSHOP,4,2,2,2,TX,0,10,1,4,7,2,3,2,3,64,1,C,C,3000,3000,WALK
15111,3086,2,2,908,0.107,1,2,HBSHOP,4,2,2,2,TX,0,10,1,4,7,2,3,2,3,64,1,C,C,3000,3000,WALK
15112,3086,2,3,1400,11.639,3,2,HBSOCREC,4,2,2,2,TX,0,10,1,4,7,2,3,2,8,64,1,C,S,3000,50,PASSENGER
15113,3086,2,4,1600,10.818,3,2,HBSOCREC,4,2,2,2,TX,0,10,1,4,7,2,3,2,8,64,1,S,C,50,3000,PASSENGER
15114,3087,1,1,1230,7.512,6,2,HBO,3,2,1,1,AR,0,1,2,6,7,1,2,2,6,68,2,R,R,300,300,PASSENGER
15115,3087,1,2,1630,0.077,97,2,NHB,3,2,1,1,AR,0,1,2,6,7,1,2,2,6,68,2,R,R,300,300,OTHER
15116,3087,1,3,1730,2.848,6,2,NHB,3,2,1,1,AR,0,1,2,6,7,1,2,2,3,68,2,R,R,300,300,PASSENGER
15117,3087,1,4,1815,2.008,6,2,NHB,3,2,1,1,AR,0,1,2,6,7,1,2,2,10,68,2,R,R,300,300,PASSENGER
15118,3087,1,5,1824,8.155,6,2,HBSHOP,3,2,1,1,AR,0,1,2,6,7,1,2,2,6,68,2,R,R,300,300,PASSENGER
15119,3088,1,1,930,13.437,3,2,HBO,2,2,1,6,CT,0,9,1,3,1,1,4,2,6,87,1,S,T,3000,750,PASSENGER
15120,3088,1,2,1230,13.383,3,2,HBO,2,2,1,6,CT,0,9,1,3,1,1,4,2,6,87,1,T,S,750,3000,PASSENGER
15121,3089,1,1,1400,8.332,11,2,HBO,4,2,1,1,WI,0,1,1,4,3,2,1,2,6,69,2,U,S,7000,750,RAIL
15122,3089,1,2,1800,8.422,11,2,HBO,4,2,1,1,WI,0,1,1,4,3,2,1,2,6,69,2,S,U,750,7000,RAIL
15123,3090,1,1,500,1.402,16,2,NHB,3,2,3,1,NY,1,7,1,5,2,2,2,1,1,40,2,C,C,17000,30000,BUS
15124,3090,2,1,1400,1.314,2,2,HBSHOP,3,2,3,1,NY,1,7,1,5,2,2,1,2,3,21,1,C,C,17000,30000,CYCLE
15125,3090,2,2,1420,1.313,2,2,HBSHOP,3,2,3,1,NY,1,7,1,5,2,2,1,2,3,21,1,C,C,30000,17000,CYCLE
15126,3090,3,1,700,2.06,16,2,NHB,3,2,3,1,NY,1,7,1,5,2,2,1,2,5,16,2,C,C,17000,17000,BUS
15127,3090,3,2,1500,2.062,16,2,HBO,3,2,3,1,NY,1,7,1,5,2,2,1,2,5,16,2,C,C,17000,17000,BUS
15128,3091,1,1,800,5.196,97,2,HBSHOP,3,2,1,2,TX,1,1,1,4,7,97,5,1,10,38,2,U,U,7000,7000,OTHER
15129,3091,1,2,845,2.358,97,2,NHB,3,2,1,2,TX,1,1,1,4,7,97,5,1,1,38,2,U,U,7000,7000,OTHER
15130,3091,1,3,1800,6.265,97,2,NHB,3,2,1,2,TX,1,1,1,4,7,97,5,1,4,38,2,U,U,7000,7000,OTHER
15131,3091,1,4,1835,0.516,97,2,HBSHOP,3,2,1,2,TX,1,1,1,4,7,97,5,1,1,38,2,U,U,7000,7000,OTHER
15132,3092,1,1,1100,13.792,3,2,HBO,6,1,1,1,SC,0,1,4,6,5,2,2,2,4,58,2,R,R,50,300,PASSENGER
15133,3092,1,2,1215,13.78,3,2,HBO,6,1,1,1,SC,0,1,4,6,5,2,2,2,4,58,2,R,R,300,50,PASSENGER
15134,3092,1,3,1400,4.008,3,2,HBSOCREC,6,1,1,1,SC,0,1,4,6,5,2,2,2,8,58,2,R,R,50,50,PASSENGER
15135,3092,1,4,1630,1.164,3,2,NHB,6,1,1,1,SC,0,1,4,6,5,2,2,2,3,58,2,R,R,50,50,PASSENGER
15136,3092,1,5,1745,6.721,3,2,NHB,6,1,1,1,SC,0,1,4,6,5,2,2,2,3,58,2,R,T,50,750,PASSENGER
15137,3092,1,6,1845,0.112,3,2,NHB,6,1,1,1,SC,0,1,4,6,5,2,2,2,10,58,2,T,T,750,750,PASSENGER
